location,size,total_sqft,bath,price,price_per_sqft
Frazer Town,4,4856.0,5.0,410.0,8443.163097199342
Whitefield,4,4003.0,6.0,525.0,13115.16362727954
Whitefield,2,1100.0,2.0,37.0,3363.6363636363635
Thigalarapalya,2,1000.0,2.0,48.53,4853.0
Horamavu Agara,2,1060.0,2.0,37.0,3490.566037735849
Kundalahalli,2,1047.0,2.0,91.0,8691.499522445081
Basaveshwara Nagar,2,1200.0,2.0,80.0,6666.666666666667
Akshaya Nagar,3,1420.0,2.0,75.0,5281.69014084507
Sarjapur  Road,3,1539.0,3.0,85.0,5523.066926575699
other,3,1550.0,3.0,59.0,3806.451612903226
Kasavanhalli,3,1555.0,3.0,82.0,5273.311897106109
other,7,600.0,6.0,138.0,23000.0
Seegehalli,3,1553.0,3.0,68.0,4378.62202189311
Electronic City Phase II,2,920.0,2.0,26.0,2826.086956521739
other,3,1740.0,3.0,120.0,6896.551724137931
OMBR Layout,3,1855.0,3.0,145.0,7816.711590296496
Kundalahalli,3,1724.0,3.0,146.0,8468.677494199535
other,2,1020.0,2.0,60.0,5882.35294117647
Banaswadi,6,1000.0,4.0,150.0,15000.0
Uttarahalli,3,1250.0,2.0,50.0,4000.0
Sanjay nagar,3,1450.0,3.0,75.0,5172.413793103448
Thubarahalli,2,1200.0,2.0,80.0,6666.666666666667
Haralur Road,2,1140.0,2.0,58.0,5087.7192982456145
Hoskote,5,900.0,5.0,110.0,12222.222222222223
other,1,550.0,1.0,16.0,2909.090909090909
Bannerghatta Road,3,1450.0,3.0,44.0,3034.4827586206898
Kanakpura Road,2,700.0,2.0,35.07,5010.0
Whitefield,3,1200.0,3.0,56.0,4666.666666666667
Yelahanka,2,1050.0,2.0,45.0,4285.714285714285
Somasundara Palya,3,1600.0,3.0,69.0,4312.5
Bannerghatta Road,3,1625.0,2.0,75.0,4615.384615384615
other,2,1492.0,2.0,65.0,4356.56836461126
Whitefield,4,2856.0,5.0,157.5,5514.705882352941
Sarjapur  Road,3,1489.0,2.0,82.0,5507.051712558764
Kanakapura,3,1560.0,2.0,62.38,3998.7179487179487
Haralur Road,2,1140.0,2.0,42.0,3684.2105263157896
other,3,1431.0,3.0,65.0,4542.278127183788
Lingadheeranahalli,3,1682.0,3.0,114.0,6777.645659928657
Panathur,2,1198.0,2.0,86.26,7200.33388981636
other,3,3664.0,3.0,325.0,8870.087336244542
Sarjapur  Road,3,1550.0,2.0,69.75,4500.0
Kodichikkanahalli,2,1026.0,2.0,45.0,4385.964912280701
Hennur,3,1260.0,2.0,52.0,4126.984126984127
other,2,690.0,2.0,42.0,6086.95652173913
Sarjapur  Road,1,539.0,1.0,45.0,8348.794063079777
Sarakki Nagar,4,1200.0,4.0,85.0,7083.333333333333
Attibele,3,2400.0,3.0,120.0,5000.0
Thubarahalli,2,1200.0,2.0,79.55,6629.166666666667
Kundalahalli,4,2500.0,5.0,350.0,14000.0
Sarjapur  Road,3,1186.0,2.0,40.0,3372.681281618887
Thanisandra,2,1039.0,2.0,39.5,3801.732435033686
other,4,1500.0,5.0,233.0,15533.333333333334
Gottigere,5,1500.0,4.0,100.0,6666.666666666667
Malleshwaram,3,2520.0,3.0,150.0,5952.380952380952
Brookefield,2,1225.0,2.0,66.5,5428.571428571428
Bommanahalli,2,1350.0,2.0,72.0,5333.333333333333
other,2,1030.0,2.0,300.0,29126.21359223301
Whitefield,3,1550.0,2.0,49.6,3200.0
Hoodi,3,1490.0,3.0,79.0,5302.013422818792
other,3,1520.0,3.0,111.0,7302.631578947368
Whitefield,4,4100.0,4.0,550.0,13414.634146341463
other,3,1391.0,2.0,64.5,4636.951833213516
Rachenahalli,2,1200.0,2.0,50.0,4166.666666666667
other,4,1200.0,4.0,86.0,7166.666666666667
other,5,2500.0,6.0,500.0,20000.0
Yelahanka,2,1322.0,2.0,80.0,6051.437216338881
Whitefield,3,2173.0,3.0,128.0,5890.473999079613
Sarjapur  Road,2,1200.0,2.0,75.0,6250.0
Thubarahalli,2,1200.0,2.0,47.0,3916.6666666666665
Mysore Road,2,1170.0,2.0,65.0,5555.555555555556
NRI Layout,2,1125.0,2.0,45.56,4049.777777777778
Devanahalli,1,698.5,1.0,28.57,4090.1932712956336
other,2,1250.0,2.0,90.0,7200.0
Chandapura,2,1025.0,2.0,27.68,2700.487804878049
Yelahanka,3,1075.0,2.0,36.0,3348.8372093023254
other,3,1900.0,2.0,190.0,10000.0
Whitefield,3,1435.0,3.0,45.0,3135.8885017421603
Electronics City Phase 1,2,1175.0,2.0,64.98,5530.212765957447
other,3,1464.0,3.0,56.0,3825.136612021858
other,2,900.0,2.0,33.0,3666.6666666666665
Electronics City Phase 1,1,585.0,1.0,21.0,3589.74358974359
Jigani,4,3170.0,5.0,230.0,7255.520504731861
other,3,1602.0,2.0,170.0,10611.735330836455
Thanisandra,2,1220.0,2.0,42.0,3442.622950819672
Rajaji Nagar,3,2500.0,3.0,350.0,14000.0
Sarjapur  Road,3,2145.0,3.0,180.0,8391.608391608392
Bannerghatta Road,2,960.0,2.0,58.0,6041.666666666667
NGR Layout,1,907.0,1.0,38.0,4189.636163175303
Old Madras Road,2,1210.0,2.0,74.0,6115.702479338843
Kammanahalli,4,900.0,4.0,150.0,16666.666666666668
other,2,1230.0,2.0,70.0,5691.056910569106
5th Phase JP Nagar,3,1350.0,2.0,75.0,5555.555555555556
Kenchenahalli,2,1150.0,2.0,58.0,5043.478260869565
Sarjapur,3,1404.0,2.0,53.35,3799.8575498575497
OMBR Layout,2,1050.0,2.0,48.0,4571.428571428572
Kothanur,8,1020.0,10.0,155.0,15196.078431372549
Yelahanka,2,1285.0,2.0,56.0,4357.976653696498
Hormavu,2,1018.0,2.0,50.8,4990.176817288801
Hoskote,3,1200.0,3.0,57.0,4750.0
Sarjapur  Road,2,1115.0,2.0,50.0,4484.304932735426
other,3,1600.0,3.0,95.0,5937.5
9th Phase JP Nagar,2,1480.0,2.0,80.0,5405.405405405405
Kodichikkanahalli,5,2500.0,7.0,125.0,5000.0
Kaval Byrasandra,1,480.0,1.0,25.0,5208.333333333333
Akshaya Nagar,3,1435.0,3.0,53.0,3693.3797909407667
other,1,450.0,1.0,60.0,13333.333333333334
other,1,600.0,2.0,23.0,3833.3333333333335
CV Raman Nagar,3,1590.0,2.0,85.0,5345.911949685535
Nagavara,2,936.0,2.0,40.2,4294.871794871795
Banashankari,2,1181.0,2.0,75.0,6350.550381033023
Kengeri,3,1741.0,3.0,80.0,4595.060310166571
JP Nagar,3,1750.0,3.0,123.0,7028.571428571428
Varthur Road,2,1050.0,2.0,42.7,4066.6666666666665
Tumkur Road,2,1027.0,2.0,60.0,5842.259006815969
other,2,596.0,2.0,22.0,3691.2751677852348
other,4,3463.0,6.0,310.0,8951.775916835115
Sector 2 HSR Layout,3,1600.0,3.0,70.0,4375.0
Hebbal,4,2790.0,5.0,198.0,7096.774193548387
Sahakara Nagar,2,1000.0,2.0,60.0,6000.0
Varthur,2,1120.0,2.0,44.24,3950.0
other,2,1200.0,2.0,85.0,7083.333333333333
other,2,1200.0,2.0,35.0,2916.6666666666665
Kasturi Nagar,3,1570.0,3.0,110.0,7006.369426751592
Koramangala,3,1500.0,3.0,135.0,9000.0
Frazer Town,2,1315.0,2.0,140.0,10646.38783269962
Electronic City Phase II,2,1140.0,2.0,33.84,2968.421052631579
Banashankari,2,1105.0,2.0,90.0,8144.796380090498
Electronic City,2,1200.0,2.0,34.65,2887.5
Whitefield,1,905.0,1.0,62.0,6850.828729281768
HSR Layout,4,2400.0,4.0,350.0,14583.333333333334
Kudlu Gate,2,1185.0,2.0,50.0,4219.4092827004215
Koramangala,2,1083.0,2.0,100.0,9233.610341643584
Rayasandra,3,1458.0,3.0,60.0,4115.22633744856
Hormavu,3,1555.0,3.0,75.0,4823.15112540193
other,2,1200.0,2.0,45.0,3750.0
Sarjapur  Road,2,1308.0,2.0,58.86,4500.0
Kudlu,2,1024.0,2.0,44.0,4296.875
Parappana Agrahara,2,1194.0,2.0,47.0,3936.348408710218
Kanakapura,3,1450.0,3.0,75.0,5172.413793103448
Seegehalli,3,1639.0,3.0,120.0,7321.537522879805
Whitefield,3,1870.0,3.0,138.0,7379.679144385027
Hennur Road,2,1232.0,2.0,87.0,7061.688311688312
Kasavanhalli,3,1719.0,3.0,184.0,10703.89761489238
Chandapura,2,975.0,2.0,24.86,2549.74358974359
other,3,2000.0,4.0,130.0,6500.0
Jakkur,2,1230.0,2.0,79.0,6422.764227642277
other,4,1350.0,4.0,140.0,10370.37037037037
KR Puram,2,1076.0,2.0,67.0,6226.7657992565055
Kumaraswami Layout,7,2400.0,7.0,125.0,5208.333333333333
other,3,995.0,2.0,34.82,3499.497487437186
Kodigehaali,3,2120.0,3.0,177.0,8349.056603773584
other,6,2400.0,7.0,460.0,19166.666666666668
other,6,850.0,6.0,78.0,9176.470588235294
Electronic City,2,1096.0,2.0,40.55,3699.8175182481746
Horamavu Agara,2,1107.83,2.0,41.51,3746.964787016059
Chamrajpet,1,505.0,1.0,85.0,16831.68316831683
Sarjapur  Road,2,1320.0,2.0,115.0,8712.121212121212
8th Phase JP Nagar,3,1431.5,3.0,72.02,5031.086273140063
Whitefield,2,1320.0,2.0,99.26,7519.69696969697
Whitefield,3,2901.0,4.0,190.0,6549.465701482248
GM Palaya,3,1315.0,2.0,65.0,4942.9657794676805
other,2,1000.0,2.0,44.0,4400.0
Hosakerehalli,3,1596.0,3.0,79.8,5000.0
Bannerghatta Road,3,1750.0,3.0,130.0,7428.571428571428
Whitefield,4,2403.0,4.0,270.0,11235.955056179775
Old Madras Road,3,1350.0,3.0,47.25,3500.0
other,2,1175.0,2.0,79.0,6723.404255319149
Talaghattapura,2,921.0,2.0,29.47,3199.782844733985
Malleshwaram,4,4000.0,4.0,1100.0,27500.0
Sultan Palaya,3,1713.0,3.0,125.0,7297.139521307648
other,2,1200.0,2.0,43.0,3583.3333333333335
8th Phase JP Nagar,3,1900.0,4.0,90.0,4736.8421052631575
Kudlu Gate,3,1664.0,3.0,68.0,4086.5384615384614
Binny Pete,3,1795.0,3.0,139.0,7743.732590529248
Kereguddadahalli,1,600.0,1.0,19.5,3250.0
Hoodi,2,1240.0,2.0,65.0,5241.935483870968
Hegde Nagar,3,1965.0,4.0,132.0,6717.557251908397
Vishveshwarya Layout,3,600.0,4.0,99.0,16500.0
Sarjapur,4,4111.0,4.0,370.0,9000.243249817562
Electronics City Phase 1,2,1200.0,2.0,59.76,4980.0
other,2,1112.0,2.0,68.0,6115.107913669065
Raja Rajeshwari Nagar,3,3000.0,3.0,60.0,2000.0
Mahadevpura,2,1136.0,2.0,64.5,5677.816901408451
Jigani,2,914.0,2.0,55.0,6017.505470459519
Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
Rachenahalli,2,1050.0,2.0,47.25,4500.0
Marathahalli,3,1385.0,2.0,68.5,4945.848375451264
other,2,990.0,2.0,35.0,3535.3535353535353
Yelahanka,2,845.0,2.0,43.0,5088.757396449704
Whitefield,2,1485.0,2.0,96.51,6498.989898989899
Kanakapura,3,1460.0,2.0,43.79,2999.3150684931506
Thanisandra,2,1450.0,2.0,57.0,3931.0344827586205
HSR Layout,3,1360.0,2.0,53.0,3897.0588235294117
Singasandra,2,1375.0,2.0,58.0,4218.181818181818
Uttarahalli,2,1125.0,2.0,48.0,4266.666666666667
Banashankari,1,720.0,1.0,60.0,8333.333333333334
7th Phase JP Nagar,3,1460.0,2.0,100.0,6849.315068493151
other,2,1107.0,2.0,40.0,3613.369467028004
other,2,1158.0,2.0,75.0,6476.683937823835
Yelachenahalli,2,800.0,1.0,30.0,3750.0
Sector 2 HSR Layout,9,600.0,9.0,90.0,15000.0
Bhoganhalli,3,1760.0,3.0,128.0,7272.727272727273
other,4,3200.0,4.0,200.0,6250.0
HAL 2nd Stage,2,600.0,3.0,145.0,24166.666666666668
TC Palaya,3,1350.0,3.0,60.0,4444.444444444444
Giri Nagar,6,600.0,6.0,100.0,16666.666666666668
other,2,1125.0,2.0,32.49,2888.0
Frazer Town,3,1706.0,3.0,154.0,9026.963657678782
BTM Layout,3,1600.0,3.0,112.0,7000.0
other,2,1200.0,2.0,90.0,7500.0
Whitefield,3,1755.0,3.0,101.0,5754.985754985755
Hulimavu,2,1200.0,2.0,50.0,4166.666666666667
BEML Layout,2,1200.0,2.0,67.0,5583.333333333333
other,2,1266.67,2.0,69.0,5447.3540859103
other,3,1800.0,3.0,90.0,5000.0
Sector 7 HSR Layout,3,1200.0,4.0,275.0,22916.666666666668
2nd Phase Judicial Layout,3,1300.0,3.0,64.0,4923.076923076923
other,3,800.0,3.0,60.0,7500.0
Whitefield,4,4800.0,5.0,550.0,11458.333333333334
Mysore Road,2,1029.5,2.0,50.855,4939.776590577951
Raja Rajeshwari Nagar,2,1128.0,2.0,40.0,3546.099290780142
other,2,2000.0,2.0,160.0,8000.0
Panathur,2,1210.0,2.0,80.0,6611.570247933884
Arekere,4,2710.0,6.0,142.0,5239.852398523985
Raja Rajeshwari Nagar,2,1151.0,2.0,39.0,3388.3579496090356
Rajaji Nagar,5,7500.0,8.0,1700.0,22666.666666666668
other,3,1464.0,3.0,56.0,3825.136612021858
Electronic City,2,1017.0,2.0,27.0,2654.8672566371683
Sarjapur  Road,2,920.0,2.0,40.0,4347.826086956522
HRBR Layout,4,1200.0,3.0,180.0,15000.0
other,5,1000.0,5.0,140.0,14000.0
Munnekollal,3,1750.0,3.0,86.5,4942.857142857143
Dasanapura,2,1163.0,2.0,65.0,5588.993981083405
7th Phase JP Nagar,3,1650.0,3.0,110.0,6666.666666666667
other,3,1800.0,3.0,95.0,5277.777777777777
CV Raman Nagar,2,1100.0,2.0,58.0,5272.727272727273
R.T. Nagar,2,1200.0,2.0,60.0,5000.0
other,3,1410.0,3.0,65.0,4609.929078014185
Begur Road,3,1933.0,3.0,98.0,5069.839627521987
Begur Road,2,1200.0,2.0,45.6,3800.0
Whitefield,3,1608.0,2.0,63.0,3917.910447761194
other,4,2679.0,5.0,280.0,10451.661067562523
Horamavu Banaswadi,2,1156.0,2.0,46.9,4057.093425605536
other,2,1230.0,2.0,75.0,6097.5609756097565
Kasavanhalli,1,770.0,1.0,43.82,5690.909090909091
Ardendale,3,1777.26,3.0,105.0,5907.970696465346
Kanakpura Road,2,1339.0,2.0,85.0,6348.020911127707
Sarjapur  Road,3,3044.0,3.0,183.0,6011.826544021025
other,2,1080.0,2.0,44.8,4148.148148148148
other,8,3150.0,5.0,145.0,4603.174603174603
other,2,2400.0,2.0,135.0,5625.0
Hulimavu,3,1450.0,3.0,72.0,4965.517241379311
Kothanur,2,1075.0,2.0,53.0,4930.232558139535
Sarjapur  Road,3,1163.0,2.0,62.0,5331.04041272571
TC Palaya,2,1200.0,2.0,65.0,5416.666666666667
other,8,1200.0,8.0,135.0,11250.0
Marathahalli,4,3090.0,4.0,325.0,10517.79935275081
Hebbal,2,1299.0,2.0,100.0,7698.229407236336
Electronic City,2,1130.0,2.0,32.63,2887.610619469027
HRBR Layout,2,1170.0,2.0,75.0,6410.25641025641
Yelahanka,4,2600.0,4.0,175.0,6730.7692307692305
KR Puram,2,1140.0,2.0,43.32,3800.0
Kanakpura Road,3,1900.0,3.0,125.0,6578.9473684210525
Bommasandra Industrial Area,2,1090.0,2.0,31.48,2888.0733944954127
Electronic City,2,1110.0,2.0,39.95,3599.0990990990995
Nagavarapalya,1,705.0,1.0,57.0,8085.106382978724
HBR Layout,2,1089.0,2.0,60.0,5509.641873278237
other,2,880.0,2.0,48.0,5454.545454545455
Kereguddadahalli,2,1080.0,2.0,32.0,2962.962962962963
Thanisandra,2,1093.0,2.0,68.1,6230.558096980786
Banashankari Stage III,3,1480.0,3.0,75.48,5100.0
Hegde Nagar,3,1703.0,3.0,125.0,7339.988256018791
Hebbal,2,1200.0,2.0,60.0,5000.0
Marathahalli,3,1690.0,3.0,116.0,6863.905325443787
Yelahanka,2,1305.0,2.0,78.0,5977.0114942528735
Talaghattapura,3,1257.0,2.0,40.22,3199.6817820206843
other,2,1150.0,2.0,45.0,3913.0434782608695
other,2,1194.0,2.0,55.0,4606.365159128978
other,3,2000.0,3.0,90.0,4500.0
Anekal,3,1500.0,4.0,99.0,6600.0
other,2,1025.0,2.0,42.5,4146.341463414634
Horamavu Agara,2,980.0,2.0,38.19,3896.938775510204
Hosakerehalli,3,1200.0,2.0,100.0,8333.333333333334
Whitefield,3,2225.0,3.0,149.0,6696.6292134831465
other,2,1022.0,2.0,57.0,5577.2994129158515
other,4,882.0,3.0,72.0,8163.265306122449
Narayanapura,2,1153.0,2.0,45.0,3902.8620988725065
Pai Layout,2,1175.0,2.0,60.0,5106.382978723404
Vidyaranyapura,3,1560.0,3.0,68.0,4358.974358974359
Yelahanka New Town,1,650.0,1.0,17.0,2615.3846153846152
other,3,600.0,3.0,65.0,10833.333333333334
Billekahalli,2,1350.0,3.0,55.0,4074.074074074074
other,2,1200.0,2.0,76.0,6333.333333333333
other,2,1200.0,1.0,54.0,4500.0
Chandapura,2,800.0,2.0,25.0,3125.0
Electronic City,4,2093.0,4.0,104.0,4968.944099378882
Uttarahalli,3,1320.0,2.0,55.44,4200.0
Bannerghatta Road,2,1275.0,2.0,73.0,5725.490196078431
Begur Road,2,1215.0,2.0,43.13,3549.794238683128
Kanakapura,2,1130.0,2.0,45.2,4000.0
Begur Road,3,1444.0,2.0,71.5,4951.523545706371
other,2,950.0,2.0,38.0,4000.0
Padmanabhanagar,2,1000.0,1.0,90.0,9000.0
Banashankari Stage II,3,1240.0,2.0,59.52,4800.0
2nd Stage Nagarbhavi,4,600.0,4.0,125.0,20833.333333333332
Hennur,2,1231.0,2.0,50.0,4061.7384240454917
Benson Town,2,1300.0,2.0,120.0,9230.76923076923
Yeshwanthpur,3,1713.0,3.0,110.0,6421.482778750729
Kogilu,2,1200.0,2.0,53.33,4444.166666666667
Sarjapur  Road,3,3004.0,4.0,158.0,5259.65379494008
Sonnenahalli,3,1310.0,2.0,46.0,3511.4503816793895
Jalahalli,2,790.0,2.0,49.5,6265.822784810127
Koramangala,3,1744.0,3.0,200.0,11467.88990825688
other,3,1605.0,3.0,100.0,6230.529595015576
Whitefield,2,1250.0,2.0,82.0,6560.0
Malleshwaram,3,2476.0,3.0,337.0,13610.662358642972
Subramanyapura,3,1260.0,2.0,76.0,6031.746031746032
Rajaji Nagar,3,1615.0,3.0,175.0,10835.913312693498
Yelahanka,2,1180.0,2.0,56.0,4745.762711864407
Uttarahalli,3,1255.0,2.0,50.19,3999.203187250996
Electronic City,2,1025.0,2.0,53.9,5258.536585365854
Sarjapur  Road,3,1877.0,4.0,150.0,7991.475759190197
Lakshminarayana Pura,3,1649.0,3.0,150.0,9096.422073984233
5th Block Hbr Layout,9,2600.0,12.0,675.0,25961.53846153846
Hennur,5,2500.0,5.0,125.0,5000.0
other,3,1542.0,3.0,98.0,6355.38261997406
Thigalarapalya,2,1418.0,2.0,105.0,7404.795486600846
other,2,1012.0,2.0,42.0,4150.197628458498
Chandapura,2,1200.0,2.0,65.0,5416.666666666667
Sarjapur  Road,2,1115.0,2.0,43.0,3856.5022421524664
Green Glen Layout,3,1680.0,4.0,95.0,5654.761904761905
Old Madras Road,2,1171.0,2.0,72.0,6148.590947907771
Tumkur Road,2,1027.0,2.0,68.62,6681.596884128529
Shampura,3,1700.0,3.0,75.0,4411.764705882353
Kanakapura,2,1090.0,2.0,38.15,3500.0
Hennur Road,2,1232.0,2.0,74.0,6006.493506493506
Anekal,2,766.0,2.0,28.0,3655.3524804177546
Banashankari Stage III,5,1200.0,5.0,180.0,15000.0
Kanakpura Road,1,525.0,1.0,27.0,5142.857142857143
Hosa Road,3,,3.0,109.0,
JP Nagar,3,1452.0,2.0,41.0,2823.6914600550963
Choodasandra,3,1254.0,2.0,65.0,5183.413078149921
other,5,3600.0,5.0,110.0,3055.5555555555557
Kanakpura Road,3,1593.0,3.0,118.0,7407.407407407408
other,2,1333.0,2.0,77.27,5796.699174793698
other,3,1100.0,3.0,110.0,10000.0
Raja Rajeshwari Nagar,3,1375.0,2.0,54.99,3999.2727272727275
Ardendale,3,1650.0,3.0,82.0,4969.69696969697
Thanisandra,3,1430.0,2.0,51.48,3600.0
Electronic City,2,940.0,2.0,54.0,5744.68085106383
Electronic City,1,435.0,1.0,21.0,4827.586206896552
Begur Road,2,1160.0,2.0,36.54,3150.0
Electronic City,3,1500.0,2.0,77.5,5166.666666666667
Koramangala,3,1890.0,2.0,100.0,5291.005291005291
other,2,1050.0,2.0,70.0,6666.666666666667
Singasandra,6,1200.0,6.0,220.0,18333.333333333332
Haralur Road,2,1027.0,2.0,43.0,4186.952288218111
Seegehalli,3,3000.0,4.0,235.0,7833.333333333333
Tumkur Road,3,1459.0,2.0,95.0,6511.3091158327625
Yelahanka,3,1711.0,3.0,85.61,5003.506721215664
Hoodi,2,1250.0,2.0,98.0,7840.0
Chandapura,1,645.0,1.0,16.45,2550.3875968992247
Anandapura,2,875.0,2.0,57.0,6514.285714285715
Ramamurthy Nagar,2,1334.0,2.0,67.0,5022.488755622189
other,2,1140.0,2.0,32.92,2887.719298245614
Sarjapur  Road,2,1115.0,2.0,50.0,4484.304932735426
Amruthahalli,3,1200.0,5.0,200.0,16666.666666666668
Rajaji Nagar,3,1776.0,3.0,190.0,10698.198198198199
Thigalarapalya,3,2072.0,4.0,160.0,7722.007722007722
Kundalahalli,3,1600.0,3.0,170.0,10625.0
other,6,1200.0,4.0,115.0,9583.333333333334
Kengeri Satellite Town,2,920.0,2.0,39.0,4239.130434782609
Chandapura,2,778.0,2.0,25.29,3250.642673521851
Nagasandra,4,1310.0,3.0,95.0,7251.908396946565
Electronic City,3,1631.0,3.0,80.0,4904.9662783568365
Kanakpura Road,1,525.0,1.0,27.5,5238.0952380952385
Jalahalli,3,1395.0,3.0,82.0,5878.136200716845
other,3,2000.0,3.0,105.0,5250.0
Hennur Road,2,1232.0,2.0,66.0,5357.142857142857
other,2,1075.0,2.0,55.0,5116.279069767442
Gubbalala,2,1205.0,2.0,70.0,5809.128630705394
other,4,1200.0,4.0,165.0,13750.0
Rajiv Nagar,4,2340.0,5.0,129.0,5512.820512820513
Rayasandra,3,1179.0,2.0,55.0,4664.970313825275
Kodigehaali,2,1013.0,2.0,51.0,5034.550839091807
Uttarahalli,2,1160.0,2.0,40.6,3500.0
Thyagaraja Nagar,8,,6.0,290.0,
7th Phase JP Nagar,2,1200.0,2.0,62.5,5208.333333333333
other,7,1200.0,5.0,80.0,6666.666666666667
Uttarahalli,3,1255.0,2.0,50.19,3999.203187250996
other,3,1100.0,2.0,145.0,13181.818181818182
other,2,1069.0,2.0,55.0,5144.9953227315245
other,3,1200.0,3.0,99.0,8250.0
Kudlu Gate,1,1400.0,1.0,285.0,20357.14285714286
Marathahalli,2,1065.0,2.0,55.0,5164.319248826291
Lakshminarayana Pura,2,1395.0,2.0,75.0,5376.344086021505
Hebbal Kempapura,3,1725.0,2.0,165.0,9565.217391304348
other,2,1007.0,2.0,43.0,4270.109235352532
Kengeri,3,1436.0,2.0,55.0,3830.08356545961
other,6,4250.0,6.0,150.0,3529.4117647058824
Hebbal,3,1645.0,3.0,117.0,7112.462006079028
Kengeri,2,1200.0,2.0,58.0,4833.333333333333
Mysore Road,2,940.0,2.0,43.61,4639.36170212766
KR Puram,6,4300.0,6.0,175.0,4069.767441860465
Hebbal,3,2850.0,5.0,343.0,12035.087719298246
Indira Nagar,3,1740.0,3.0,191.0,10977.011494252874
Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
other,3,3761.0,3.0,650.0,17282.637596383942
Dodda Nekkundi,3,1829.0,3.0,125.0,6834.3357025697105
Whitefield,4,1800.0,4.0,178.0,9888.888888888889
other,2,1000.0,2.0,60.0,6000.0
other,3,5720.0,3.0,350.0,6118.881118881119
other,5,800.0,4.0,98.0,12250.0
other,2,675.0,1.0,15.0,2222.222222222222
Hebbal,2,1390.0,2.0,95.0,6834.53237410072
Lakshminarayana Pura,3,1500.0,3.0,104.0,6933.333333333333
Vijayanagar,3,2047.0,3.0,136.0,6643.869076697606
Jakkur,2,1202.0,2.0,79.0,6572.379367720466
other,2,1012.0,2.0,59.0,5830.0395256917
Gunjur,3,2132.0,3.0,80.0,3752.34521575985
Raja Rajeshwari Nagar,4,1350.0,4.0,340.0,25185.185185185186
Whitefield,1,605.0,1.0,40.0,6611.570247933884
Harlur,2,1331.0,2.0,88.0,6611.570247933884
Margondanahalli,2,1200.0,2.0,69.0,5750.0
other,2,1150.0,2.0,250.0,21739.130434782608
Sahakara Nagar,2,1200.0,2.0,136.0,11333.333333333334
other,2,1800.0,2.0,300.0,16666.666666666668
Kammanahalli,3,600.0,2.0,50.0,8333.333333333334
other,3,1280.0,2.0,49.0,3828.125
Balagere,2,1007.0,2.0,62.0,6156.901688182721
Thanisandra,3,1370.0,2.0,61.0,4452.554744525547
other,2,925.0,2.0,35.0,3783.7837837837837
TC Palaya,2,1500.0,2.0,75.0,5000.0
Attibele,1,450.0,1.0,12.5,2777.777777777778
other,4,1200.0,4.0,140.0,11666.666666666666
Hennur Road,2,1341.0,2.0,95.0,7084.265473527218
2nd Phase Judicial Layout,3,1350.0,2.0,47.25,3500.0
Tumkur Road,2,992.0,2.0,60.0,6048.387096774193
Uttarahalli,2,1163.0,2.0,68.0,5846.947549441101
Sarjapur  Road,2,1229.0,2.0,70.0,5695.6875508543535
other,2,600.0,2.0,39.0,6500.0
Electronic City Phase II,2,1219.0,2.0,61.26,5025.430680885972
Raja Rajeshwari Nagar,3,1525.0,2.0,99.13,6500.327868852459
Kasavanhalli,2,1147.0,2.0,60.0,5231.037489102006
Akshaya Nagar,3,1412.0,2.0,88.0,6232.294617563739
Munnekollal,9,1200.0,9.0,215.0,17916.666666666668
Sarjapur  Road,2,1044.0,2.0,34.77,3330.459770114943
Nagarbhavi,2,1190.0,2.0,63.0,5294.117647058823
other,3,1240.0,2.0,65.0,5241.935483870968
Jigani,3,1352.0,3.0,65.0,4807.692307692308
other,2,1100.0,2.0,55.0,5000.0
Uttarahalli,3,1330.0,2.0,39.9,3000.0
other,3,1700.0,3.0,111.0,6529.411764705882
Electronic City,2,1355.0,2.0,67.0,4944.649446494465
Ramamurthy Nagar,2,1200.0,2.0,46.0,3833.3333333333335
Kengeri,1,400.0,2.0,25.0,6250.0
Sarjapur  Road,2,1342.0,2.0,70.0,5216.095380029807
Begur Road,3,1615.0,3.0,50.87,3149.84520123839
other,2,1340.0,2.0,65.0,4850.746268656716
other,2,1200.0,2.0,54.0,4500.0
Yeshwanthpur,1,400.0,1.0,55.0,13750.0
Devanahalli,2,1080.0,2.0,52.0,4814.814814814815
other,2,1600.0,2.0,31.0,1937.5
Electronic City,2,1200.0,2.0,34.0,2833.3333333333335
Hennur Road,3,2700.0,3.0,150.0,5555.555555555556
other,3,1780.0,3.0,110.0,6179.775280898876
Amruthahalli,3,1605.0,3.0,65.0,4049.8442367601247
Ulsoor,4,7200.0,5.0,1584.0,22000.0
other,3,646.0,2.0,65.0,10061.919504643964
Kammanahalli,2,1200.0,2.0,80.0,6666.666666666667
Margondanahalli,2,900.0,2.0,49.0,5444.444444444444
Sarjapur,3,1830.0,3.0,88.0,4808.743169398907
Vishwapriya Layout,5,690.0,4.0,83.0,12028.985507246376
other,1,650.0,1.0,500.0,76923.07692307692
other,5,1800.0,4.0,68.0,3777.777777777778
Chandapura,3,715.0,2.0,32.0,4475.524475524476
Chandapura,3,1230.0,2.0,31.37,2550.4065040650407
Uttarahalli,2,1065.0,2.0,42.59,3999.06103286385
other,8,1350.0,8.0,185.0,13703.703703703704
other,3,1080.0,3.0,149.0,13796.296296296296
other,3,900.0,2.0,65.0,7222.222222222223
